Epoch	Auc	Accuracy	loss
1	0.50237424124	0.659614339418	0.642704327901
2	0.53583962588	0.660033289551	0.639616215229
3	0.59483124343	0.660791928982	0.62939431024
4	0.650830614956	0.676185515648	0.608475277159
5	0.706276104925	0.705161012727	0.57752138433
6	0.714836243001	0.710052538611	0.571696134124
7	0.717645006893	0.711598124915	0.56967618314
8	0.719200927382	0.712639838761	0.568568512182
9	0.720205129171	0.713245618008	0.567858148094
10	0.720922812022	0.713800443861	0.567352508647
11	0.721474379022	0.71410050274	0.566963027394
12	0.721920093852	0.714377915666	0.566645667383
13	0.72229054113	0.714694959011	0.566376125529
14	0.722606641498	0.714842157706	0.566139140772
15	0.722884504864	0.715136555098	0.565924229508
16	0.72312824232	0.715164862539	0.565723845221
17	0.723348580521	0.715402645047	0.565532249307
18	0.723551746491	0.715436613977	0.565344539048
19	0.723743424955	0.715623443091	0.565155648239
20	0.723929920575	0.715742334345	0.56495921801
21	0.724121608824	0.715855564111	0.564745930641
22	0.724333350304	0.716138638525	0.56450067049
23	0.724590249529	0.716370759545	0.564196792103
24	0.72494483709	0.716551927171	0.563784020382
25	0.725506362462	0.716993523257	0.563163610867
26	0.726477662792	0.71735019702	0.562155342291
27	0.728061956759	0.717899361384	0.560575324675
28	0.729874895533	0.718793876534	0.558699944284
29	0.731093745871	0.719886543775	0.557268602886
30	0.731735360748	0.720316816885	0.556403789445
31	0.732154556845	0.720990533992	0.555820382114
32	0.732518131017	0.721324561801	0.555342731211
33	0.732886901174	0.721454776032	0.554889634772
34	0.733296411729	0.72162462068	0.554412521824
35	0.733781547588	0.721777480864	0.553869711785
36	0.734386828488	0.722111508673	0.55321730555
37	0.735158554135	0.72235495267	0.55240947415
38	0.736124871315	0.722292676299	0.551412843806
39	0.737266934322	0.722734272386	0.550247797606
40	0.738432563282	0.723238144844	0.549044428364
41	0.739398538068	0.723730694325	0.54800298214
42	0.740091410587	0.723894877485	0.547214429057
43	0.740603204809	0.724036414693	0.546615565485
44	0.741028455521	0.723985461298	0.546121989735
45	0.74140318116	0.724206259341	0.545690083598
46	0.741742157766	0.724506318221	0.545301710708
47	0.742051695855	0.724545948639	0.544947133651
48	0.742338493337	0.724681824358	0.544619082364
49	0.742604286182	0.724862991983	0.544311603478
50	0.742856752061	0.725004529191	0.544020010838
51	0.743097801069	0.724993206214	0.543740936026
52	0.743332049822	0.725129081933	0.543472205457
53	0.743558382715	0.725281942117	0.543212572828
54	0.743778020984	0.725332895512	0.542961431401
55	0.743992038024	0.725440463789	0.542718484572
56	0.744201392382	0.725610308438	0.542483453997
57	0.744406696213	0.725893382852	0.54225581979
58	0.744609689629	0.72600095113	0.542034578891
59	0.74481106749	0.726131165361	0.541818097376
60	0.745012510774	0.726255718103	0.541604045554
61	0.745218853931	0.72626704108	0.541389424555
62	0.745430919021	0.72666334526	0.541170468879
63	0.745654400053	0.726838851397	0.540942335507
64	0.74589737837	0.727003034558	0.540698304252
65	0.746169767206	0.727110602835	0.540428061712
66	0.746493225918	0.727280447484	0.540113852138
67	0.746906469532	0.727461615109	0.539720381915
68	0.747506324684	0.727761673989	0.53916318076
69	0.748582137816	0.728299515377	0.538194283607
70	0.750963562274	0.729097785226	0.53613644195
71	0.755295945565	0.731447302867	0.532190907191
72	0.76138843857	0.73452149101	0.526000051366
73	0.76725532404	0.738258073282	0.519305594573
74	0.769571377609	0.739446985824	0.515980218422
75	0.770988205145	0.740641559853	0.513847380687
76	0.772903986529	0.742187146157	0.511460146923
77	0.775490120376	0.74429888129	0.508439455997
78	0.777369849257	0.745521762761	0.506026647583
79	0.77994434754	0.747231532225	0.503119140485
80	0.782296006657	0.748799764482	0.500268448534
81	0.784051018805	0.750220798043	0.498009514336
82	0.785232061312	0.75109266724	0.496383136889
83	0.786149337773	0.751460663979	0.495176238768
84	0.78681548808	0.751885275601	0.494280102234
85	0.787333086298	0.752207980434	0.493557028165
86	0.78781911164	0.752830744146	0.492877186007
87	0.788260673524	0.753136464514	0.49229929258
88	0.78864517084	0.753430861905	0.491829880079
89	0.788992424769	0.753589383577	0.491426568183
90	0.789309936569	0.753725259296	0.491068013604
91	0.789604533494	0.753951718828	0.490741121864
92	0.789881336179	0.754081933059	0.49043703855
93	0.790143045072	0.754461252774	0.490149529964
94	0.790391864882	0.754602789981	0.489874252157
95	0.790632053976	0.754636758911	0.489608259334
96	0.79086336909	0.754846233978	0.489349391725
97	0.791088509601	0.754982109697	0.489096085325
98	0.791306097859	0.755117985416	0.488848335686
99	0.791520780618	0.755248199647	0.488608920196
100	0.791731005819	0.755350106436	0.48837986948
101	0.791939530474	0.755378413877	0.488158556488
102	0.792150429393	0.755361429413	0.487940538781
103	0.792367775247	0.75543502876	0.487721990309
104	0.792589445601	0.755621857874	0.487500999655
105	0.792809378698	0.755774718058	0.487280260665
106	0.7930226291	0.755972870148	0.48706657877
107	0.793220154914	0.756137053309	0.486863537913
108	0.7934074246	0.75616536075	0.486669356293
109	0.793590265796	0.756306897957	0.486481194931
110	0.793769862955	0.75639748177	0.486297038623
111	0.793947538519	0.75656166493	0.486115749015
112	0.794123805508	0.756556003442	0.485936921173
113	0.79429666612	0.756771139997	0.485760543271
114	0.794467426725	0.756782462974	0.485586074137
115	0.794636734046	0.756884369763	0.485411881644
116	0.794805294155	0.756839077857	0.485237469938
117	0.794970109491	0.756980615064	0.485066264679
118	0.795131808064	0.756997599529	0.484898273718
119	0.795288752394	0.757116490783	0.484731831153
120	0.795445245553	0.757218397572	0.484565604206
121	0.795601289543	0.757433534127	0.48439844771
122	0.795757652644	0.757422211151	0.484229532878
123	0.795914442989	0.75749014901	0.484058215694
124	0.796072639052	0.757682639612	0.483884196811
125	0.796231333493	0.757897776167	0.483708017686
126	0.796390134711	0.758016667422	0.483531518115
127	0.796548054015	0.758180850582	0.483357320418
128	0.796703245018	0.758265772906	0.483187527978
129	0.796854551691	0.758333710766	0.483023020389
130	0.797001025199	0.75841863309	0.482863876271
131	0.797142608191	0.758446940532	0.482710114926
132	0.797279283525	0.75852053988	0.482561955376
133	0.797411349459	0.758480909461	0.482419606523
134	0.797537604468	0.758492232438	0.482283089842
135	0.797660421245	0.758531862856	0.482152192176
136	0.797778402001	0.758673400063	0.482026534232
137	0.79789240365	0.758746999411	0.481905685247
138	0.79800299678	0.758809275782	0.481789217866
139	0.798108875447	0.758899859595	0.481676758944
140	0.798212550047	0.759007427873	0.481567947543
141	0.79831423163	0.759199918475	0.481462389042
142	0.798412568329	0.759194256986	0.481359647758
143	0.798508032384	0.759296163776	0.481259315922
144	0.798602306485	0.759466008424	0.481161097307
145	0.798694967175	0.759624530096	0.481064868541
146	0.798786180079	0.759630191585	0.480970589225
147	0.798876318661	0.759709452421	0.480878227381
148	0.798965007672	0.759726436886	0.480787692562
149	0.799053045104	0.759749082839	0.48069882847
150	0.799139902868	0.759896281534	0.480611383347
151	0.79922566074	0.760015172789	0.480525033531
152	0.799310459136	0.760026495765	0.480439347502
153	0.799395409089	0.760128402554	0.480353778222
154	0.799479074239	0.760156709996	0.480267813376
155	0.79956172092	0.760366185063	0.48018139894
156	0.799642575634	0.760451107387	0.480095419524
157	0.79972083382	0.760485076317	0.480011019915
158	0.799798846673	0.760485076317	0.47992868168
159	0.799875602793	0.760519045247	0.479848315981
160	0.799951590989	0.760598306083	0.479769638039
161	0.800027793664	0.760649259477	0.479692340749
162	0.80010312064	0.76070587436	0.479616124668
163	0.80017845383	0.760802119661	0.479540735105
164	0.800252973957	0.760830427103	0.479465934208
165	0.80032748687	0.760926672404	0.479391523865
166	0.800401315423	0.76097196431	0.479317297917
167	0.800474669094	0.761039902169	0.479243068752
168	0.800547125354	0.761056886634	0.479168761628
169	0.800618742197	0.761073871099	0.47909473124
170	0.800690245837	0.76097196431	0.479021458115
171	0.800762968856	0.761017256216	0.478949008196
172	0.800835588171	0.760983287287	0.478877471837
173	0.800907304933	0.761011594728	0.478806700309
174	0.800978772362	0.761039902169	0.478736550373
175	0.801048830716	0.761102178541	0.478666917388
176	0.801118727872	0.761124824494	0.478597680917
177	0.801188341771	0.761192762353	0.478528716545
178	0.801257920387	0.761243715748	0.478459898347
179	0.801327824113	0.761322976584	0.478391130198
180	0.801398959361	0.761351284026	0.478322346721
181	0.801470305588	0.761356945514	0.478253553027
182	0.801541580322	0.761390914444	0.478184857917
183	0.801612310824	0.76143620635	0.478116462723
184	0.801682942621	0.761441867838	0.478048599712
185	0.801752970907	0.761487159745	0.477981373337
186	0.801822667297	0.761413560397	0.47791479703
187	0.80189117102	0.761447529327	0.477848806173
188	0.801959950572	0.761373929979	0.477783308616
189	0.802028606279	0.761362607002	0.477718220154
190	0.802096667117	0.761390914444	0.477653488564
191	0.80216502971	0.761390914444	0.477589060201
192	0.802233439585	0.761419221885	0.477524906113
193	0.802301835746	0.761504144209	0.477461007663
194	0.80237053195	0.761543774627	0.477397327007
195	0.802440166846	0.76140223742	0.477333832828
196	0.802509521413	0.761532451651	0.477270475929
197	0.802579518344	0.761515467186	0.477207177688
198	0.80264989381	0.76163435844	0.477143862134
199	0.802721119977	0.761589066534	0.477080470229
200	0.802793422181	0.761566420581	0.477017018152
201	0.80286632554	0.761532451651	0.476953696353
202	0.802938368055	0.761504144209	0.476890845242
203	0.803009934617	0.761549436116	0.476828872211
204	0.803080876812	0.761577743557	0.476767996569
205	0.803149691218	0.761611712487	0.476708186524
206	0.803216804864	0.761679650346	0.476649233652
207	0.80328332464	0.761657004393	0.476590894139
208	0.803349227262	0.761724942253	0.476532975738
